n_matches,main_team,team_group,competition,no_goal,no_goal_streak_weighted,goal_streak_weighted,tot_giornata,no_goal_streak_weighted_ratio,goal_streak_weighted_ratio,no_goal_ratio,goal_ratio,curr_giornata
1,Dortmund,all,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Ein Frankfurt,1,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Ein Frankfurt,all,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Elche,2,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Elche,all,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Empoli,1,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Empoli,all,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Espanol,2,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Espanol,all,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Everton,1,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Everton,all,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,FC Koln,0,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,FC Koln,all,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Fiorentina,1,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Fiorentina,all,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Freiburg,1,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Freiburg,all,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Fulham,2,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Fulham,all,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Getafe,2,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Getafe,all,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Girona,2,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Girona,all,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Hertha,0,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Hertha,all,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Hoffenheim,1,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Hoffenheim,all,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Inter,1,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Inter,all,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Juventus,2,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Juventus,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Lazio,2,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Lazio,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Lecce,0,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Lecce,all,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Leeds,0,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Leeds,all,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Leicester,0,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Leicester,all,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Leverkusen,2,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Leverkusen,all,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Liverpool,2,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Liverpool,all,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,M'gladbach,0,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,M'gladbach,all,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Mainz,1,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Mainz,all,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Mallorca,0,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Mallorca,all,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Man City,0,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Man City,all,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Man United,2,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Man United,all,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Milan,1,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Milan,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Monza,0,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Monza,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Napoli,1,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Napoli,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Newcastle,1,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Newcastle,all,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Nott'm Forest,1,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Nott'm Forest,all,Premier League,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Osasuna,0,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Osasuna,all,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,RB Leipzig,0,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,RB Leipzig,all,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Real Madrid,1,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Real Madrid,all,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Roma,2,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Roma,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Salernitana,0,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Salernitana,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Sampdoria,1,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Sampdoria,all,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Sassuolo,0,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Sassuolo,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Schalke 04,2,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Schalke 04,all,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Sevilla,1,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Sevilla,all,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Sociedad,1,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Sociedad,all,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Southampton,1,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Southampton,all,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Spezia,0,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Spezia,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Stuttgart,0,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Stuttgart,all,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Torino,2,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Torino,all,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Tottenham,2,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Tottenham,all,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Udinese,0,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Udinese,all,Serie A,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Union Berlin,1,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Union Berlin,all,Bundesliga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Valencia,2,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Valencia,all,La Liga,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Valladolid,0,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Valladolid,all,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Vallecano,1,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Vallecano,all,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Verona,0,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Verona,all,Serie A,1,23.0,0.0,23.0,1.0,0.0,1.0,0.0,23
1,Villarreal,1,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Villarreal,all,La Liga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Werder Bremen,1,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Werder Bremen,all,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,West Ham,1,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,West Ham,all,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Wolfsburg,0,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Wolfsburg,all,Bundesliga,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Wolves,2,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Wolves,all,Premier League,0,0.0,23.0,23.0,0.0,1.0,0.0,1.0,23
1,Almeria,0,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Almeria,all,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Arsenal,0,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Arsenal,all,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Aston Villa,0,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Aston Villa,all,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Atalanta,0,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Atalanta,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Ath Bilbao,1,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Ath Bilbao,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Ath Madrid,0,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Ath Madrid,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Augsburg,0,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Augsburg,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Barcelona,2,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Barcelona,all,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Bayern Munich,1,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Bayern Munich,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Betis,2,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Betis,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Bochum,1,Bundesliga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Bochum,all,Bundesliga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Bologna,0,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Bologna,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Bournemouth,1,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Bournemouth,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Brentford,1,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Brentford,all,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Brighton,1,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Brighton,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Cadiz,1,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Cadiz,all,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Celta,1,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Celta,all,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Chelsea,2,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Chelsea,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Cremonese,0,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Cremonese,all,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Crystal Palace,1,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Crystal Palace,all,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Dortmund,2,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Dortmund,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Ein Frankfurt,2,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Ein Frankfurt,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Elche,0,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Elche,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Empoli,0,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Empoli,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Espanol,1,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Espanol,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Everton,2,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Everton,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,FC Koln,2,Bundesliga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,FC Koln,all,Bundesliga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Fiorentina,2,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Fiorentina,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Freiburg,1,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Freiburg,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Fulham,0,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Fulham,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Getafe,0,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Getafe,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Girona,0,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Girona,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Hertha,1,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Hertha,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Hoffenheim,0,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Hoffenheim,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Inter,1,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Inter,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Juventus,1,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Juventus,all,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Lazio,2,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Lazio,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Lecce,1,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Lecce,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Leeds,2,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Leeds,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Leicester,0,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Leicester,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Leverkusen,1,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Leverkusen,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Liverpool,0,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Liverpool,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,M'gladbach,0,Bundesliga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,M'gladbach,all,Bundesliga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Mainz,2,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Mainz,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Mallorca,2,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Mallorca,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Man City,2,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Man City,all,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Man United,2,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Man United,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Milan,0,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Milan,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Monza,2,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Monza,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Napoli,1,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Napoli,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Newcastle,1,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Newcastle,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Nott'm Forest,0,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Nott'm Forest,all,Premier League,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Osasuna,1,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Osasuna,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,RB Leipzig,1,Bundesliga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,RB Leipzig,all,Bundesliga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Real Madrid,0,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Real Madrid,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Roma,2,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Roma,all,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Salernitana,1,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Salernitana,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Sampdoria,0,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Sampdoria,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Sassuolo,2,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Sassuolo,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Schalke 04,0,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Schalke 04,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Sevilla,1,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Sevilla,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Sociedad,2,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Sociedad,all,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Southampton,1,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Southampton,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Spezia,1,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Spezia,all,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Stuttgart,0,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Stuttgart,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Torino,0,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Torino,all,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Tottenham,2,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Tottenham,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Udinese,2,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Udinese,all,Serie A,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Union Berlin,1,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Union Berlin,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Valencia,0,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Valencia,all,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Valladolid,1,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Valladolid,all,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Vallecano,2,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Vallecano,all,La Liga,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Verona,1,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Verona,all,Serie A,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Villarreal,2,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Villarreal,all,La Liga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Werder Bremen,0,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Werder Bremen,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,West Ham,0,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,West Ham,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Wolfsburg,0,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Wolfsburg,all,Bundesliga,0,0.0,24.0,24.0,0.0,1.0,0.0,1.0,24
1,Wolves,1,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Wolves,all,Premier League,1,24.0,0.0,24.0,1.0,0.0,1.0,0.0,24
1,Almeria,0,La Liga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Almeria,all,La Liga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Arsenal,2,Premier League,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Arsenal,all,Premier League,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Aston Villa,2,Premier League,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Aston Villa,all,Premier League,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Atalanta,1,Serie A,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Atalanta,all,Serie A,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Ath Bilbao,1,La Liga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Ath Bilbao,all,La Liga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Ath Madrid,1,La Liga,0,0.0,25.0,25.0,0.0,1.0,0.0,1.0,25
1,Ath Madrid,all,La Liga,0,0.0,25.0,25.0,0.0,1.0,0.0,1.0,25
1,Augsburg,2,Bundesliga,0,0.0,25.0,25.0,0.0,1.0,0.0,1.0,25
1,Augsburg,all,Bundesliga,0,0.0,25.0,25.0,0.0,1.0,0.0,1.0,25
1,Barcelona,2,La Liga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Barcelona,all,La Liga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Bayern Munich,0,Bundesliga,0,0.0,25.0,25.0,0.0,1.0,0.0,1.0,25
1,Bayern Munich,all,Bundesliga,0,0.0,25.0,25.0,0.0,1.0,0.0,1.0,25
1,Betis,0,La Liga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Betis,all,La Liga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Bochum,0,Bundesliga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
1,Bochum,all,Bundesliga,1,25.0,0.0,25.0,1.0,0.0,1.0,0.0,25
